code,region_l2,division,River flood,Urban flood,Coastal flood,Earthquake,Landslide,Tsunami,Volcano,Cyclone,Water scarcity,Extreme heat,Wildfire,Data_Type,Synthetic_Seed_Code
SYN000582,Synthetic Region 024,Synthetic Division 03,Medium,High,High,Medium,Very low,High,Low,High,Low,High,High,Synthetic,70291
SYN000583,Synthetic Region 024,Synthetic Division 03,Very high,Very low,,Medium,Low,,,Very low,Medium,Very high,Very high,Synthetic,17905
SYN000584,Synthetic Region 024,Synthetic Division 03,Medium,Low,,Medium,Very low,,,Low,High,Medium,Very high,Synthetic,17601
SYN000585,Synthetic Region 024,Synthetic Division 03,Medium,Medium,,Medium,Very low,,Low,Medium,Low,High,Medium,Synthetic,70164
SYN000586,Synthetic Region 024,Synthetic Division 03,Low,Medium,,Low,Low,,,High,Low,Medium,High,Synthetic,70246
SYN000587,Synthetic Region 024,Synthetic Division 03,Low,Medium,Very low,Medium,High,,Medium,High,Low,High,Medium,Synthetic,70256
SYN000588,Synthetic Region 024,Synthetic Division 03,Very low,,Medium,Very low,Very high,,Low,,Low,Low,Very low,Synthetic,72833
SYN000589,Synthetic Region 024,Synthetic Division 03,Very high,Low,,Medium,Very low,,Low,Low,High,High,Very high,Synthetic,70277
SYN000590,Synthetic Region 024,Synthetic Division 03,Medium,Low,Medium,Medium,Very low,High,,High,Very high,High,Medium,Synthetic,17635
SYN000591,Synthetic Region 024,Synthetic Division 03,Medium,Very low,,High,Low,Very low,,High,Medium,High,Medium,Synthetic,70211
SYN000592,Synthetic Region 024,Synthetic Division 03,Very low,Very low,,Low,Very high,,,High,Very low,High,High,Synthetic,70203
SYN000593,Synthetic Region 024,Synthetic Division 03,High,Low,Very low,Low,Very low,,Very low,Medium,Medium,High,High,Synthetic,17956
SYN000594,Synthetic Region 024,Synthetic Division 03,Very high,High,High,Medium,Low,Medium,,Medium,Low,High,High,Synthetic,70218
SYN000595,Synthetic Region 024,Synthetic Division 03,Very low,Low,,Medium,Very low,,,High,Medium,High,Medium,Synthetic,17957
SYN000596,Synthetic Region 024,Synthetic Division 03,Very low,Low,Very low,Medium,Very low,,Very low,High,High,Medium,High,Synthetic,17568
SYN000597,Synthetic Region 024,Synthetic Division 03,Medium,Low,,Medium,Very low,Very low,,Low,Very high,Medium,High,Synthetic,17842
SYN000598,Synthetic Region 024,Synthetic Division 03,Medium,Very low,,Medium,Very low,Very low,Medium,High,Very low,High,Very high,Synthetic,70246
SYN000599,Synthetic Region 024,Synthetic Division 03,Medium,Low,,Medium,Very low,,,Low,High,High,Very high,Synthetic,17721
SYN000600,Synthetic Region 024,Synthetic Division 03,Low,Low,High,Low,Very low,Low,,High,High,High,High,Synthetic,70242
SYN000601,Synthetic Region 025,Synthetic Division 03,Low,Very low,,Medium,Very low,,,Very low,High,Medium,High,Synthetic,17854
SYN000602,Synthetic Region 025,Synthetic Division 03,Medium,Medium,Medium,High,Medium,Very low,,High,Medium,High,High,Synthetic,17816
SYN000603,Synthetic Region 025,Synthetic Division 03,Medium,Low,,Medium,Very low,Low,,Low,Very high,Very high,High,Synthetic,70230
SYN000604,Synthetic Region 025,Synthetic Division 03,Very low,,,Medium,Medium,Medium,,Very low,Medium,High,Medium,Synthetic,72851
SYN000605,Synthetic Region 025,Synthetic Division 03,Low,Very low,,Medium,Very low,,,Low,High,Very high,High,Synthetic,70136
SYN000606,Synthetic Region 025,Synthetic Division 03,Medium,Medium,High,Medium,Low,Low,,High,Low,High,High,Synthetic,70214
SYN000607,Synthetic Region 025,Synthetic Division 03,Low,Very low,,Medium,High,,,Low,Very low,Medium,Medium,Synthetic,17806
SYN000608,Synthetic Region 025,Synthetic Division 03,Medium,Medium,Low,Medium,Very low,Medium,,Low,Very high,High,High,Synthetic,17753
SYN000609,Synthetic Region 025,Synthetic Division 03,Very low,,,Low,Medium,,,Low,Low,,,Synthetic,72848
SYN000610,Synthetic Region 025,Synthetic Division 03,Medium,Very high,Very low,Medium,Medium,,,High,High,Very high,Medium,Synthetic,17577
SYN000611,Synthetic Region 025,Synthetic Division 03,Very low,Medium,Very low,High,Medium,,,Medium,Low,High,Very high,Synthetic,17812
SYN000612,Synthetic Region 025,Synthetic Division 03,Very low,Very low,,Medium,Low,,Medium,,Very low,High,High,Synthetic,70085
SYN000613,Synthetic Region 025,Synthetic Division 03,Medium,Medium,,Medium,High,,,Low,Very low,Very high,High,Synthetic,70083
SYN000614,Synthetic Region 025,Synthetic Division 03,Medium,Low,,High,Low,,,High,High,High,High,Synthetic,70253
SYN000615,Synthetic Region 025,Synthetic Division 03,Low,Low,Medium,Medium,Very low,Low,Very low,Low,High,High,High,Synthetic,70172
SYN000616,Synthetic Region 025,Synthetic Division 03,High,Low,,High,Very low,Low,Low,Very low,High,High,High,Synthetic,17921
SYN000617,Synthetic Region 025,Synthetic Division 03,Very low,,,Medium,Very low,,,Very low,Medium,Very low,,Synthetic,72841
SYN000618,Synthetic Region 025,Synthetic Division 03,High,Medium,,Medium,Very low,,,Medium,Medium,High,High,Synthetic,17595
SYN000619,Synthetic Region 025,Synthetic Division 03,,,Low,,Medium,Low,,,Very low,,,Synthetic,72844
SYN000620,Synthetic Region 025,Synthetic Division 03,Low,Low,,Medium,Low,,Very low,Medium,Medium,Medium,High,Synthetic,17729
SYN000621,Synthetic Region 025,Synthetic Division 03,High,Low,,Medium,Low,,Low,Low,High,High,High,Synthetic,70261
SYN000622,Synthetic Region 025,Synthetic Division 03,High,Low,,Medium,Low,Very low,,Low,High,High,High,Synthetic,17844
SYN000623,Synthetic Region 025,Synthetic Division 03,Very low,,,Medium,High,,,Medium,Low,Very low,,Synthetic,72801
SYN000624,Synthetic Region 025,Synthetic Division 03,High,Very low,,Low,Very low,,,Very low,High,High,High,Synthetic,17896
SYN000625,Synthetic Region 025,Synthetic Division 03,High,High,Medium,Medium,High,Medium,Very low,High,High,High,High,Synthetic,17703
SYN000626,Synthetic Region 026,Synthetic Division 03,Very low,,,,Medium,Very low,Very low,,Medium,Medium,,Synthetic,72848
SYN000627,Synthetic Region 026,Synthetic Division 03,High,High,,High,Very low,Very low,Low,Very low,Very high,Medium,Medium,Synthetic,70096
SYN000628,Synthetic Region 026,Synthetic Division 03,Very low,Low,High,High,Low,Medium,,High,High,High,Medium,Synthetic,17642
SYN000629,Synthetic Region 026,Synthetic Division 03,Low,Low,Low,Low,Very low,Low,,Medium,High,Medium,High,Synthetic,70128
SYN000630,Synthetic Region 026,Synthetic Division 03,Medium,Medium,,High,Very low,,Medium,High,Medium,High,High,Synthetic,17955
SYN000631,Synthetic Region 026,Synthetic Division 03,Very low,Low,,Medium,Very high,,Low,Very low,High,Very low,High,Synthetic,17674
SYN000632,Synthetic Region 026,Synthetic Division 03,Medium,Very low,Very low,Medium,Low,,,Low,Medium,Very high,Medium,Synthetic,17835
SYN000633,Synthetic Region 026,Synthetic Division 03,Medium,Medium,,Medium,High,,,Low,Very low,High,High,Synthetic,17591
SYN000634,Synthetic Region 026,Synthetic Division 03,Low,Medium,,High,Very low,,,High,High,High,Medium,Synthetic,17782
SYN000635,Synthetic Region 026,Synthetic Division 03,Medium,Medium,Very high,High,Very low,Low,Low,Medium,Low,High,High,Synthetic,70214
SYN000636,Synthetic Region 026,Synthetic Division 03,Very low,High,,Medium,High,Very low,,Medium,Very low,Very high,High,Synthetic,17574
SYN000637,Synthetic Region 026,Synthetic Division 03,Medium,Very low,,Medium,Very high,,,Very high,Low,High,High,Synthetic,17800
SYN000638,Synthetic Region 026,Synthetic Division 03,High,Medium,,Medium,Very low,,,High,Medium,High,Medium,Synthetic,17945
SYN000639,Synthetic Region 026,Synthetic Division 03,Low,Low,,High,Very high,,,Very low,Low,Very low,Very low,Synthetic,72779
SYN000640,Synthetic Region 026,Synthetic Division 03,Very low,Very low,Very low,Medium,Medium,,Very low,Medium,Medium,High,High,Synthetic,17651
SYN000641,Synthetic Region 026,Synthetic Division 03,Low,Low,Very low,Medium,Very low,,Very low,Low,High,Very high,High,Synthetic,17616
SYN000642,Synthetic Region 026,Synthetic Division 03,Low,,Very low,Medium,High,,,Low,Low,Medium,Low,Synthetic,72831
SYN000643,Synthetic Region 026,Synthetic Division 03,Low,Low,Medium,High,Low,Very low,,Very low,Low,High,High,Synthetic,70112
SYN000644,Synthetic Region 026,Synthetic Division 03,Very low,High,,Medium,Medium,,,Very low,Very low,High,High,Synthetic,17574
SYN000645,Synthetic Region 026,Synthetic Division 03,Low,Low,,High,Very low,,,Medium,High,High,High,Synthetic,17560
SYN000646,Synthetic Region 026,Synthetic Division 03,Very low,,,High,High,Low,,,Low,Very low,,Synthetic,72782
SYN000647,Synthetic Region 026,Synthetic Division 03,Medium,High,,Low,Medium,Medium,,Low,Very low,Medium,High,Synthetic,17590
SYN000648,Synthetic Region 026,Synthetic Division 03,,Very low,,Low,Low,,Very low,,Low,Very low,,Synthetic,72817
SYN000649,Synthetic Region 026,Synthetic Division 03,Very low,Very low,,Medium,Very high,,,High,Medium,Medium,High,Synthetic,17873
SYN000650,Synthetic Region 026,Synthetic Division 03,Very low,,,Low,Very high,,Very low,,Very low,Very low,,Synthetic,72781
SYN000651,Synthetic Region 027,Synthetic Division 03,Very high,Low,,Medium,Very low,,,Low,High,Very high,Very high,Synthetic,70257
SYN000652,Synthetic Region 027,Synthetic Division 03,High,Low,High,Medium,Low,Medium,,High,High,Medium,High,Synthetic,70244
SYN000653,Synthetic Region 027,Synthetic Division 03,Very high,Medium,,Low,Very low,,,Very low,Medium,High,High,Synthetic,17633
SYN000654,Synthetic Region 027,Synthetic Division 03,High,Very high,Low,Medium,High,,,Low,Very low,Low,High,Synthetic,70196
SYN000655,Synthetic Region 027,Synthetic Division 03,High,Medium,,Medium,Very low,,,Very low,Very high,Medium,High,Synthetic,17659
SYN000656,Synthetic Region 027,Synthetic Division 03,Medium,Low,,Medium,Low,,,Low,Low,Medium,High,Synthetic,17728
SYN000657,Synthetic Region 027,Synthetic Division 03,Very low,High,,Low,High,Very low,,Very low,Very low,High,High,Synthetic,17574
SYN000658,Synthetic Region 027,Synthetic Division 03,Low,Medium,,Medium,Very low,Low,,High,Low,Medium,Medium,Synthetic,70219
SYN000659,Synthetic Region 027,Synthetic Division 03,Medium,Medium,Medium,Medium,Low,Medium,,High,Very low,High,Very high,Synthetic,17884
SYN000660,Synthetic Region 027,Synthetic Division 03,High,Medium,Very low,Medium,Very low,Very low,,Low,High,High,High,Synthetic,17933
SYN000661,Synthetic Region 027,Synthetic Division 03,Low,Low,Medium,Medium,Low,Medium,,High,Low,Medium,Medium,Synthetic,17866
SYN000662,Synthetic Region 027,Synthetic Division 03,High,Medium,,Medium,Low,Very low,Low,Low,High,High,High,Synthetic,17904
SYN000663,Synthetic Region 027,Synthetic Division 03,High,Very low,,Medium,Very low,,,Low,High,Medium,Very high,Synthetic,17938
SYN000664,Synthetic Region 027,Synthetic Division 03,Low,Low,,Medium,Low,Low,,Medium,Medium,High,High,Synthetic,70185
SYN000665,Synthetic Region 027,Synthetic Division 03,Medium,Low,,Medium,Very low,Low,Very low,Very low,Medium,High,High,Synthetic,17939
SYN000666,Synthetic Region 027,Synthetic Division 03,Low,Low,,Medium,Very low,,,High,Medium,High,Medium,Synthetic,17554
SYN000667,Synthetic Region 027,Synthetic Division 03,Very low,Low,,Medium,Very low,Medium,,Low,Very high,High,High,Synthetic,17860
SYN000668,Synthetic Region 027,Synthetic Division 03,Very low,Very low,,High,Low,,,High,Medium,High,Medium,Synthetic,70165
SYN000669,Synthetic Region 027,Synthetic Division 03,Low,Low,,Medium,Low,,,High,High,High,Medium,Synthetic,17765
SYN000670,Synthetic Region 027,Synthetic Division 03,Very low,,Very low,Medium,Medium,,Very low,Very low,Medium,Very low,,Synthetic,72827
SYN000671,Synthetic Region 027,Synthetic Division 03,Low,Low,Low,Medium,Very low,,,Very low,High,High,High,Synthetic,70279
SYN000672,Synthetic Region 027,Synthetic Division 03,Very low,Medium,Medium,High,Low,Medium,,Medium,Medium,Medium,High,Synthetic,17696
SYN000673,Synthetic Region 027,Synthetic Division 03,Low,Very low,Very low,Low,Very low,Very low,Very low,Low,High,High,Very high,Synthetic,17854
SYN000674,Synthetic Region 027,Synthetic Division 03,Medium,Low,,High,Very low,,,Low,Medium,High,High,Synthetic,17753
SYN000675,Synthetic Region 027,Synthetic Division 03,Low,,,Very low,Medium,,Medium,,Low,,,Synthetic,72848
SYN000676,Synthetic Region 028,Synthetic Division 03,Very low,Low,,Medium,Very low,,Medium,Very low,High,High,High,Synthetic,17662
SYN000677,Synthetic Region 028,Synthetic Division 03,High,Low,,High,Very low,,,Low,High,High,High,Synthetic,70267
SYN000678,Synthetic Region 028,Synthetic Division 03,Low,Low,,High,Medium,,Very low,Low,Medium,High,High,Synthetic,17669
SYN000679,Synthetic Region 028,Synthetic Division 03,,,,Low,Very low,,,,Low,Very low,Low,Synthetic,72835
SYN000680,Synthetic Region 028,Synthetic Division 03,High,Very low,,Medium,Very low,Very low,,Very low,Medium,Very high,Medium,Synthetic,17833
SYN000681,Synthetic Region 028,Synthetic Division 03,Medium,Low,Medium,Low,Very low,,,Medium,Medium,Medium,High,Synthetic,70162
SYN000682,Synthetic Region 028,Synthetic Division 03,Very low,Low,,Medium,High,,,Very low,Medium,Medium,Medium,Synthetic,70283
SYN000683,Synthetic Region 028,Synthetic Division 03,Very low,Medium,Low,Medium,High,Low,,High,High,High,Medium,Synthetic,17685
SYN000684,Synthetic Region 028,Synthetic Division 03,Very low,Very low,Very low,High,Medium,,Low,Very high,Medium,High,Medium,Synthetic,17875
SYN000685,Synthetic Region 028,Synthetic Division 03,Low,Very low,,Low,Low,,,Low,High,High,High,Synthetic,17917
SYN000686,Synthetic Region 028,Synthetic Division 03,Very high,,Very low,Low,Medium,,Medium,Very low,Low,Medium,,Synthetic,72813
SYN000687,Synthetic Region 028,Synthetic Division 03,High,Low,,Medium,Very low,,,High,Medium,Very high,High,Synthetic,70245
SYN000688,Synthetic Region 028,Synthetic Division 03,Very low,Low,,Medium,Very low,Very low,Very low,Medium,Medium,High,High,Synthetic,17718
SYN000689,Synthetic Region 028,Synthetic Division 03,Low,Low,Very low,Medium,Very low,,Low,Low,Medium,High,High,Synthetic,17841
SYN000690,Synthetic Region 028,Synthetic Division 03,High,High,,Medium,High,,,Medium,Very low,Low,High,Synthetic,70194
SYN000691,Synthetic Region 028,Synthetic Division 03,Very high,Low,Low,Medium,Very low,Low,,Very low,Very high,Medium,Medium,Synthetic,17905
SYN000692,Synthetic Region 028,Synthetic Division 03,Low,Low,,Medium,High,,,Medium,Low,High,High,Synthetic,70206
SYN000693,Synthetic Region 028,Synthetic Division 03,Low,Low,,Medium,Very low,,,High,Low,High,High,Synthetic,17869
SYN000694,Synthetic Region 028,Synthetic Division 03,Low,Low,Low,High,Medium,,,Low,Medium,Medium,Very high,Synthetic,17720
SYN000695,Synthetic Region 028,Synthetic Division 03,Low,High,Very low,Medium,Medium,,Low,Medium,Low,High,Medium,Synthetic,17706
SYN000696,Synthetic Region 028,Synthetic Division 03,Very low,,,High,High,Very low,,,Medium,Very low,,Synthetic,72830
SYN000697,Synthetic Region 028,Synthetic Division 03,Very low,Very low,,Low,Medium,,,Medium,Very low,High,Medium,Synthetic,70204
SYN000698,Synthetic Region 028,Synthetic Division 03,High,Very high,,High,Very low,,,Very low,High,High,High,Synthetic,70103
SYN000699,Synthetic Region 028,Synthetic Division 03,High,,Low,,Medium,Low,,,Medium,,,Synthetic,72850
SYN000700,Synthetic Region 028,Synthetic Division 03,Very low,Low,,Low,Medium,Low,,High,Medium,Medium,High,Synthetic,17689
SYN000701,Synthetic Region 029,Synthetic Division 03,Low,Low,Low,High,Low,Very low,,Very low,Medium,High,High,Synthetic,70181
SYN000702,Synthetic Region 029,Synthetic Division 03,Very low,Medium,,Medium,Medium,,,Very low,Medium,High,Medium,Synthetic,17948
SYN000703,Synthetic Region 029,Synthetic Division 03,High,High,,Medium,Very low,,,Very low,High,Medium,High,Synthetic,70238
SYN000704,Synthetic Region 029,Synthetic Division 03,Low,Low,,Medium,Low,,,Medium,Low,Very high,High,Synthetic,17812
SYN000705,Synthetic Region 029,Synthetic Division 03,Low,Medium,,Medium,High,Medium,,Medium,Very low,Medium,High,Synthetic,17591
SYN000706,Synthetic Region 029,Synthetic Division 03,Low,Very low,Very low,Low,Medium,,,Very high,Medium,Medium,High,Synthetic,17867
SYN000707,Synthetic Region 029,Synthetic Division 03,Medium,Medium,,Medium,Very low,,Very low,Very low,Very high,High,Medium,Synthetic,17911
SYN000708,Synthetic Region 029,Synthetic Division 03,Very low,Very low,Very low,Medium,Low,,Very low,,Very low,High,Medium,Synthetic,70085
SYN000709,Synthetic Region 029,Synthetic Division 03,Low,Low,,Medium,Low,,,Low,Very high,High,High,Synthetic,70143
SYN000710,Synthetic Region 029,Synthetic Division 03,Very low,Low,,Medium,Medium,Low,,Very low,Medium,Very high,High,Synthetic,17677
SYN000711,Synthetic Region 029,Synthetic Division 03,High,Low,,Medium,Very low,,Low,Very high,Very high,Medium,Medium,Synthetic,17687
SYN000712,Synthetic Region 029,Synthetic Division 03,High,Very low,,Medium,Low,,,Very low,Medium,High,High,Synthetic,17827
SYN000713,Synthetic Region 029,Synthetic Division 03,Low,Low,Low,Medium,Low,,Very low,High,High,High,High,Synthetic,17816
SYN000714,Synthetic Region 029,Synthetic Division 03,Very high,Low,,Medium,Very low,Low,,Very low,High,High,High,Synthetic,17929
SYN000715,Synthetic Region 029,Synthetic Division 03,Low,Very low,,Medium,Very high,Low,,Very high,Low,High,Medium,Synthetic,70202
SYN000716,Synthetic Region 029,Synthetic Division 03,Low,Low,,Medium,Medium,Medium,,High,High,Medium,High,Synthetic,70160
SYN000717,Synthetic Region 029,Synthetic Division 03,Low,Low,Medium,Medium,Low,,Low,High,Low,Medium,High,Synthetic,70222
SYN000718,Synthetic Region 029,Synthetic Division 03,Medium,Low,,Low,Medium,Low,,Low,Medium,High,High,Synthetic,17728
SYN000719,Synthetic Region 029,Synthetic Division 03,High,Low,High,Low,Very low,Low,Low,High,Low,Low,High,Synthetic,70298
SYN000720,Synthetic Region 029,Synthetic Division 03,Low,Low,Very low,Medium,Low,,,High,Very low,High,Medium,Synthetic,17812
SYN000721,Synthetic Region 029,Synthetic Division 03,Medium,Low,,High,Medium,,,Very low,Low,Medium,Low,Synthetic,72813
SYN000722,Synthetic Region 029,Synthetic Division 03,Medium,Medium,,Medium,Very low,,Low,Very low,High,High,High,Synthetic,70264
SYN000723,Synthetic Region 029,Synthetic Division 03,Medium,Low,,Medium,Very low,,Very low,High,Medium,High,Medium,Synthetic,17869
SYN000724,Synthetic Region 029,Synthetic Division 03,Medium,Medium,Very low,Medium,Very low,,,Very low,High,Very high,High,Synthetic,17833
SYN000725,Synthetic Region 029,Synthetic Division 03,High,Medium,,High,Very low,,,High,High,High,High,Synthetic,17883
SYN000726,Synthetic Region 030,Synthetic Division 03,Medium,Medium,Low,Medium,Very low,Very low,,Very low,High,Very high,High,Synthetic,17933
SYN000727,Synthetic Region 030,Synthetic Division 03,High,Low,Low,High,Low,,Low,Medium,High,Medium,High,Synthetic,17915
SYN000728,Synthetic Region 030,Synthetic Division 03,High,High,,High,Very low,Very low,,Very low,Low,High,High,Synthetic,17828
SYN000729,Synthetic Region 030,Synthetic Division 03,Very high,Low,,Medium,Very low,,Very low,Very low,Medium,Medium,High,Synthetic,70235
SYN000730,Synthetic Region 030,Synthetic Division 03,Medium,Low,Very low,Low,Very low,,,High,High,Medium,High,Synthetic,70158
SYN000731,Synthetic Region 030,Synthetic Division 03,Very low,Low,Medium,Medium,Low,High,,High,Low,High,High,Synthetic,17884
SYN000732,Synthetic Region 030,Synthetic Division 03,High,Low,,High,Very low,,Medium,Low,Very high,Very high,High,Synthetic,17920
SYN000733,Synthetic Region 030,Synthetic Division 03,Very low,Very low,Medium,Medium,High,,Very low,Very low,Low,Low,Medium,Synthetic,17804
SYN000734,Synthetic Region 030,Synthetic Division 03,Low,Low,,Low,Very low,,,High,Very high,High,Medium,Synthetic,17560
SYN000735,Synthetic Region 030,Synthetic Division 03,Medium,Low,,Medium,Very low,Very low,,Very low,High,Very high,High,Synthetic,70264
SYN000736,Synthetic Region 030,Synthetic Division 03,High,Low,,High,Very low,Medium,Medium,Very low,High,Very high,Very high,Synthetic,17929
SYN000737,Synthetic Region 030,Synthetic Division 03,Medium,Low,Very low,Low,Very low,,,High,Medium,High,Medium,Synthetic,17680
SYN000738,Synthetic Region 030,Synthetic Division 03,,,,Low,Medium,,,,Low,Very low,Medium,Synthetic,72799
SYN000739,Synthetic Region 030,Synthetic Division 03,Low,Very low,,Medium,Low,,,Low,Very high,Medium,High,Synthetic,17835
SYN000740,Synthetic Region 030,Synthetic Division 03,Medium,Low,,Low,Very low,Low,,High,High,High,Medium,Synthetic,17549
SYN000741,Synthetic Region 030,Synthetic Division 03,High,High,,Medium,Very low,,,Very low,High,High,High,Synthetic,17889
SYN000742,Synthetic Region 030,Synthetic Division 03,Low,Very low,,Medium,High,,,High,Very low,Very high,Medium,Synthetic,70200
SYN000743,Synthetic Region 030,Synthetic Division 03,Medium,Very low,Very low,Medium,Very low,,Very low,Very low,High,High,High,Synthetic,17849
SYN000744,Synthetic Region 030,Synthetic Division 03,Very low,Very low,High,Medium,High,Medium,Low,High,Medium,Medium,High,Synthetic,70184
SYN000745,Synthetic Region 030,Synthetic Division 03,Low,Low,Very low,Low,Very low,Very low,,Very low,Low,High,Very high,Synthetic,17762
SYN000746,Synthetic Region 030,Synthetic Division 03,High,High,,Low,Low,,,Very low,Low,High,Very high,Synthetic,17590
SYN000747,Synthetic Region 030,Synthetic Division 03,Very high,Very low,Very low,Medium,Low,,,Very low,Very high,High,Medium,Synthetic,70230
SYN000748,Synthetic Region 030,Synthetic Division 03,Very low,Medium,Very low,Medium,High,,,Medium,Very low,High,High,Synthetic,70190
SYN000749,Synthetic Region 030,Synthetic Division 03,Very low,,,Medium,High,Low,,Very low,Low,High,,Synthetic,72843
SYN000750,Synthetic Region 030,Synthetic Division 03,High,Low,Low,Medium,Very low,,,Very low,Very low,High,High,Synthetic,70089
SYN000751,Synthetic Region 031,Synthetic Division 04,Low,Low,Low,Medium,Very low,Very low,,Very low,High,High,High,Synthetic,17771
SYN000752,Synthetic Region 031,Synthetic Division 04,Very low,,Very low,Medium,High,,,Low,Medium,Very low,,Synthetic,72801
SYN000753,Synthetic Region 031,Synthetic Division 04,Low,Low,Very low,Medium,High,Low,,Very low,Medium,Medium,Medium,Synthetic,70170
SYN000754,Synthetic Region 031,Synthetic Division 04,Very low,Medium,Medium,Medium,High,Medium,,High,Low,High,High,Synthetic,70166
SYN000755,Synthetic Region 031,Synthetic Division 04,Very low,Low,,Medium,Very low,,Low,Low,High,Very high,High,Synthetic,17731
SYN000756,Synthetic Region 031,Synthetic Division 04,High,Low,Very low,Medium,Very low,,,Low,Very high,Medium,High,Synthetic,17893
SYN000757,Synthetic Region 031,Synthetic Division 04,Very low,Medium,,Medium,High,Very low,,Very low,Very high,High,High,Synthetic,17948
SYN000758,Synthetic Region 031,Synthetic Division 04,High,Low,,Medium,Very low,,,Very low,High,High,Very high,Synthetic,17921
SYN000759,Synthetic Region 031,Synthetic Division 04,High,Medium,Medium,Low,Very low,Low,Very low,Medium,High,Medium,High,Synthetic,17556
SYN000760,Synthetic Region 031,Synthetic Division 04,,,,,High,Medium,,,Low,Medium,Low,Synthetic,72799
SYN000761,Synthetic Region 031,Synthetic Division 04,Very low,,,Medium,Medium,,Very low,,Low,Low,,Synthetic,72820
SYN000762,Synthetic Region 031,Synthetic Division 04,Medium,Medium,Very low,High,Low,Very low,,Low,High,Medium,High,Synthetic,17927
SYN000763,Synthetic Region 031,Synthetic Division 04,Medium,Medium,High,Low,Low,High,,Very high,Medium,Medium,High,Synthetic,17649
SYN000764,Synthetic Region 031,Synthetic Division 04,Very low,Very low,Medium,Medium,High,,,Very low,Low,Low,Medium,Synthetic,17804
SYN000765,Synthetic Region 031,Synthetic Division 04,High,Medium,,Medium,Low,,,Very low,High,High,High,Synthetic,17936
SYN000766,Synthetic Region 031,Synthetic Division 04,Very low,Low,,Medium,Low,,Medium,Low,Medium,High,High,Synthetic,17746
SYN000767,Synthetic Region 031,Synthetic Division 04,Very high,Medium,,High,Very low,,,Very low,High,Very high,High,Synthetic,17598
SYN000768,Synthetic Region 031,Synthetic Division 04,Very low,Very low,,High,High,Low,,Low,High,High,High,Synthetic,17666
SYN000769,Synthetic Region 031,Synthetic Division 04,Medium,High,Medium,Low,Low,Medium,,High,Medium,High,High,Synthetic,17811
SYN000770,Synthetic Region 031,Synthetic Division 04,Very low,Low,,,Medium,Low,Very low,,Low,Low,,Synthetic,72848
SYN000771,Synthetic Region 031,Synthetic Division 04,High,Low,Very low,Medium,Very low,,,Low,High,Medium,High,Synthetic,17913
SYN000772,Synthetic Region 031,Synthetic Division 04,Medium,Medium,Very high,Medium,Low,Medium,,High,High,Very high,High,Synthetic,70121
SYN000773,Synthetic Region 031,Synthetic Division 04,Low,Medium,,Low,Very low,Very low,,Very high,Very low,Very high,Medium,Synthetic,70210
SYN000774,Synthetic Region 031,Synthetic Division 04,Medium,Medium,,High,Low,,Low,High,High,High,High,Synthetic,70248
SYN000775,Synthetic Region 031,Synthetic Division 04,Low,Low,,Medium,Low,,,Very high,Medium,High,Very high,Synthetic,17776
SYN000776,Synthetic Region 032,Synthetic Division 04,High,Very high,,Low,High,Very low,,Low,Low,High,Very high,Synthetic,17796
SYN000777,Synthetic Region 032,Synthetic Division 04,Very low,,,,High,,,,Low,,Low,Synthetic,72836
SYN000778,Synthetic Region 032,Synthetic Division 04,Very high,High,,Low,High,,,Low,Low,Medium,Medium,Synthetic,17572
SYN000779,Synthetic Region 032,Synthetic Division 04,High,Low,,Medium,Low,Medium,Very low,Very low,High,High,High,Synthetic,17830
SYN000780,Synthetic Region 032,Synthetic Division 04,High,Low,,Medium,Low,,,Very low,High,High,High,Synthetic,17630
SYN000781,Synthetic Region 032,Synthetic Division 04,Very low,Low,,Medium,Low,,,Low,High,High,Medium,Synthetic,17858
SYN000782,Synthetic Region 032,Synthetic Division 04,Medium,Low,High,Medium,Low,Medium,,High,High,High,High,Synthetic,17649
SYN000783,Synthetic Region 032,Synthetic Division 04,Very low,Low,,Medium,Low,,Low,Very low,High,Medium,High,Synthetic,17860
SYN000784,Synthetic Region 032,Synthetic Division 04,Medium,Low,Very low,Medium,Very low,,,Very low,Very high,High,Very high,Synthetic,17721
SYN000785,Synthetic Region 032,Synthetic Division 04,Medium,Very low,,Medium,Very low,,,High,Medium,High,Medium,Synthetic,17955
SYN000786,Synthetic Region 032,Synthetic Division 04,Very high,Medium,,Medium,Very low,,,Low,High,Very high,High,Synthetic,17933
SYN000787,Synthetic Region 032,Synthetic Division 04,High,High,,Medium,Medium,,,High,High,High,High,Synthetic,17885
SYN000788,Synthetic Region 032,Synthetic Division 04,Medium,High,Low,Medium,Low,Low,Medium,Low,High,Medium,High,Synthetic,70100
SYN000789,Synthetic Region 032,Synthetic Division 04,Low,Low,Low,Medium,Very low,Medium,,Low,High,Very high,High,Synthetic,17726
SYN000790,Synthetic Region 032,Synthetic Division 04,Low,Very low,Low,Medium,Very low,,,Low,Very high,Very high,Very high,Synthetic,17718
SYN000791,Synthetic Region 032,Synthetic Division 04,Medium,High,,High,Very low,,Very low,Very low,High,High,Very high,Synthetic,17661
SYN000792,Synthetic Region 032,Synthetic Division 04,Low,Low,,Medium,High,,,Low,Medium,High,Very high,Synthetic,17795
SYN000793,Synthetic Region 032,Synthetic Division 04,Very low,,,High,Medium,Very low,Very low,Very low,Medium,Low,Very low,Synthetic,72794
